date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:14	450/450	---M--	200	added ('OK')	image/png	etag:%22674f8d827efda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/favicon/favicon-16x16.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/favicon/favicon-16x16.png	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:14	1245/1245	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jun%202025%2016:06:13%20GMT	https://conference.ifas.ufl.edu/forestsat/images/favicon/site.webmanifest	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/favicon/site.webmanifest	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:14	14228/14228	---M--	200	added ('OK')	image/svg+xml	etag:%223f3f616162e3da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/navbar-logo.svg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/navbar-logo.svg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:14	66086/66086	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:14%20GMT	https://conference.ifas.ufl.edu/forestsat/executive-organizing-committee.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/executive-organizing-committee.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:15	23331/23331	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:14%20GMT	https://conference.ifas.ufl.edu/forestsat/benefits-attending.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/benefits-attending.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:15	23533/23533	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:14%20GMT	https://conference.ifas.ufl.edu/forestsat/who-should-attend.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/who-should-attend.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:15	27457/27457	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:14%20GMT	https://conference.ifas.ufl.edu/forestsat/call-pre-conference-workshop-proposals.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/call-pre-conference-workshop-proposals.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:15	32930/32930	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:14%20GMT	https://conference.ifas.ufl.edu/forestsat/call-session-proposals.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/call-session-proposals.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:15	25418/25418	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:15%20GMT	https://conference.ifas.ufl.edu/forestsat/key-dates-deadlines.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/key-dates-deadlines.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:16	30959/30959	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:15%20GMT	https://conference.ifas.ufl.edu/forestsat/agenda-glance.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/agenda-glance.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:16	29764/29764	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:15%20GMT	https://conference.ifas.ufl.edu/forestsat/agenda-glance-horiz.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/agenda-glance-horiz.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:16	27705/27705	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:15%20GMT	https://conference.ifas.ufl.edu/forestsat/program-presentation-topics.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/program-presentation-topics.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:16	25783/25783	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:16%20GMT	https://conference.ifas.ufl.edu/forestsat/meeting-site.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/meeting-site.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:17	24311/24311	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:16%20GMT	https://conference.ifas.ufl.edu/forestsat/entry-into-united-states.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/entry-into-united-states.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:17	24512/24512	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:16%20GMT	https://conference.ifas.ufl.edu/forestsat/getting-to-gainesville.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/getting-to-gainesville.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:17	24493/24493	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:16%20GMT	https://conference.ifas.ufl.edu/forestsat/about-gainesville.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/about-gainesville.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:17	28855/28855	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:16%20GMT	https://conference.ifas.ufl.edu/forestsat/things-to-do.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/things-to-do.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:18	23338/23338	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:17%20GMT	https://conference.ifas.ufl.edu/forestsat/visiting-florida.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/visiting-florida.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:18	22177/22177	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:17%20GMT	https://conference.ifas.ufl.edu/forestsat/electricity-usa.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/electricity-usa.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:18	31699/31699	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:17%20GMT	https://conference.ifas.ufl.edu/forestsat/sponsorship-opportunities.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/sponsorship-opportunities.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:18	26262/26262	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:17%20GMT	https://conference.ifas.ufl.edu/forestsat/sponsor-display-information.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/sponsor-display-information.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:18	24494/24494	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:18%20GMT	https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/publicity-toolbox.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:19	24905/24905	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:18%20GMT	https://conference.ifas.ufl.edu/forestsat/contact-us.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/contact-us.html	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:19	40683/40683	---M--	200	added ('OK')	image/svg+xml	etag:%22516d2e7460e3da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/hero-logo.svg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/hero-logo.svg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:20	65302/65302	---M--	200	added ('OK')	image/jpeg	etag:%221ee0fa3643e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/headshots/Silva.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/headshots/Silva.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:20	179223/179223	---M--	200	added ('OK')	image/jpeg	etag:%22eac7b3945e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image4.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image4.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:20	128384/128384	---M--	200	added ('OK')	image/jpeg	etag:%2296978a1d45e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image5.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image5.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:20	189061/189061	---M--	200	added ('OK')	image/jpeg	etag:%228ea6a2845e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image6.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image6.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:20	80401/80401	---M--	200	added ('OK')	image/jpeg	etag:%2299db1f045e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image3.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image3.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:20	308147/308147	---M--	200	added ('OK')	image/jpeg	etag:%224a16c6f70e3da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/poster-image.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/poster-image.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:21	177326/177326	---M--	200	added ('OK')	image/jpeg	etag:%22ee40a02f45e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image7.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image7.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:21	321524/321524	---M--	200	added ('OK')	image/jpeg	etag:%2279b6ddfc1befda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image9.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image9.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:21	58368/58368	---M--	200	added ('OK')	image/jpeg	etag:%22f770efe944e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image1.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image1.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:21	15089151/15089151	---M--	200	added ('OK')	video/mp4	etag:%223c134fdf56e3da1:0%22	https://conference.ifas.ufl.edu/forestsat/videos/bg-video.mp4	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/videos/bg-video.mp4	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:21	193078/193078	---M--	200	added ('OK')	image/jpeg	etag:%228149a7b91befda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image8.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image8.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:22	129335/129335	---M--	200	added ('OK')	image/jpeg	etag:%2289588f711cefda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/carousel/home-image10.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/carousel/home-image10.jpg	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:22	22372/22372	---M--	200	added ('OK')	image/png	etag:%2299f076d71814db1:0%22	https://conference.ifas.ufl.edu/forestsat/images/silvalab-hex-clip-trans-green.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/silvalab-hex-clip-trans-green.png	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:22	31159/31159	---M--	200	added ('OK')	image/png	etag:%22b1e4cf3f2531db1:0%22	https://conference.ifas.ufl.edu/forestsat/images/ufifas-sffgs-white.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/ufifas-sffgs-white.png	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:22	22198/22198	---M--	200	added ('OK')	image/png	etag:%22d354484d40e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/forest-sat-association-white.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/forest-sat-association-white.png	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:22	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-155ed%22	https://code.jquery.com/jquery-3.7.1.min.js	C:/My%20Web%20Sites/ForestSAT_site/code.jquery.com/jquery-3.7.1.min.js	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:23	80721/80721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213b51-3cbp6tbRaukjc5nOQejBYgzFnDY%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/ForestSAT_site/cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:23	20122/20122	---MCZ	200	added ('OK')	application/javascript	etag:W/%224e9a-hx1u8QcL02PqOQ4MjDhOR9zn84k%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	C:/My%20Web%20Sites/ForestSAT_site/cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:23	89992/89992	---M-Z	200	added ('OK')	application/javascript	etag:%22658138f2ddefd91:0%22	https://conference.ifas.ufl.edu/forestsat/js/owl.carousel.js	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/js/owl.carousel.js	(from https://conference.ifas.ufl.edu/forestsat/index.php)
12:06:24	130396/130396	---M--	200	added ('OK')	font/woff2	etag:W/%221fd5c-Agw8b5KAoxXoQl1/kuFbzQzdobI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/My%20Web%20Sites/ForestSAT_site/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css)
12:06:24	176032/176032	---M--	200	added ('OK')	font/woff	etag:W/%222afa0-1YMf05uvE6/3Ym5IO5oIlzDxhgQ%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/My%20Web%20Sites/ForestSAT_site/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css)
12:06:24	1245/1245	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jun%202025%2016:06:24%20GMT	https://conference.ifas.ufl.edu/forestsat/images/bg-image-horizontal.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/bg-image-horizontal.jpg	(from https://conference.ifas.ufl.edu/forestsat/css/custom.css)
12:06:24	1245/1245	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jun%202025%2016:06:24%20GMT	https://conference.ifas.ufl.edu/forestsat/images/bg-image8-dark2.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/bg-image8-dark2.jpg	(from https://conference.ifas.ufl.edu/forestsat/css/custom.css)
12:06:25	313465/313465	---M--	200	added ('OK')	image/jpeg	etag:%22d43c7cf86fe3da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/poster-image2.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/poster-image2.jpg	(from https://conference.ifas.ufl.edu/forestsat/css/custom.css)
12:06:25	1245/1245	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jun%202025%2016:06:24%20GMT	https://conference.ifas.ufl.edu/forestsat/css/owlcarousel/owl.video.play.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/css/owlcarousel/owl.video.play.39.delayed	(from https://conference.ifas.ufl.edu/forestsat/css/owlcarousel/owl.carousel.css)
12:06:25	112039/112039	---M--	200	added ('OK')	image/jpeg	etag:%22cd51d124ebe4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/headshots/Brock.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/headshots/Brock.jpg	(from https://conference.ifas.ufl.edu/forestsat/executive-organizing-committee.php)
12:06:25	38523/38523	---M--	200	added ('OK')	image/jpeg	etag:%22ac2de857e9e4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/headshots/Bueno.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/headshots/Bueno.jpg	(from https://conference.ifas.ufl.edu/forestsat/executive-organizing-committee.php)
12:06:25	70327/70327	---M--	200	added ('OK')	image/jpeg	etag:%2253fd90f5eae4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/headshots/Vogel.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/headshots/Vogel.jpg	(from https://conference.ifas.ufl.edu/forestsat/executive-organizing-committee.php)
12:06:26	82041/82041	---M--	200	added ('OK')	image/jpeg	etag:%228969c2c4eae4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/headshots/Atkins.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/headshots/Atkins.jpg	(from https://conference.ifas.ufl.edu/forestsat/executive-organizing-committee.php)
12:06:26	46788/46788	---M--	200	added ('OK')	image/jpeg	etag:%22c6681261eae4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/headshots/Xia.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/headshots/Xia.jpg	(from https://conference.ifas.ufl.edu/forestsat/executive-organizing-committee.php)
12:06:26	59369/59369	---M--	200	added ('OK')	image/jpeg	etag:%224c241fcdffe4da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/who.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/who.jpg	(from https://conference.ifas.ufl.edu/forestsat/who-should-attend.php)
12:06:27	46135/46135	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22765229a42f94db1:0%22	https://conference.ifas.ufl.edu/forestsat/documents/ForestSAT-2026-Call-Workshops-Template.docx	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/documents/ForestSAT-2026-Call-Workshops-Template.docx	(from https://conference.ifas.ufl.edu/forestsat/call-pre-conference-workshop-proposals.php)
12:06:27	22332/22332	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:26%20GMT	https://conference.ifas.ufl.edu/forestsat/session-proposal-form.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/session-proposal-form.html	(from https://conference.ifas.ufl.edu/forestsat/call-pre-conference-workshop-proposals.php)
12:06:27	409713/409713	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2293989ad42f94db1:0%22	https://conference.ifas.ufl.edu/forestsat/documents/ForestSAT-2026-Call-Sessions-Template.docx	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/documents/ForestSAT-2026-Call-Sessions-Template.docx	(from https://conference.ifas.ufl.edu/forestsat/call-session-proposals.php)
12:06:28	137217/137217	---M--	200	added ('OK')	image/jpeg	etag:%22bda7cb98ab0d71:0%22	https://conference.ifas.ufl.edu/forestsat/images/hotel.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/hotel.jpg	(from https://conference.ifas.ufl.edu/forestsat/meeting-site.php)
12:06:28	28595/28595	---M--	200	added ('OK')	image/png	etag:%22a055df632de8da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/GNV.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/GNV.png	(from https://conference.ifas.ufl.edu/forestsat/getting-to-gainesville.php)
12:06:28	65643/65643	---M--	200	added ('OK')	image/png	etag:%2293de552c2ee8da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/MCO.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/MCO.png	(from https://conference.ifas.ufl.edu/forestsat/getting-to-gainesville.php)
12:06:28	38461/38461	---M--	200	added ('OK')	image/png	etag:%224ef570afcee8da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/Fly-Jax.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/Fly-Jax.png	(from https://conference.ifas.ufl.edu/forestsat/getting-to-gainesville.php)
12:06:29	245676/245676	---M--	200	added ('OK')	image/jpeg	etag:%22fbbafad34e8da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/downtown-gainesville.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/downtown-gainesville.jpg	(from https://conference.ifas.ufl.edu/forestsat/about-gainesville.php)
12:06:29	98540/98540	---M--	200	added ('OK')	image/jpeg	etag:%22a9a4f0223c4eda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/Ichetucknee_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/Ichetucknee_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:29	86606/86606	---M--	200	added ('OK')	image/jpeg	etag:%22c9f8c65b3c4eda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/Blue_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/Blue_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:29	144040/144040	---M--	200	added ('OK')	image/jpeg	etag:%2271c7d8903c4eda1:0%22	https://conference.ifas.ufl.edu/forestsat/images/Ginnie_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/Ginnie_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:29	103930/103930	---M--	200	added ('OK')	image/jpeg	etag:%222d65d84459b3d41:0%22	https://conference.ifas.ufl.edu/forestsat/images/kanapaha_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/kanapaha_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:30	70314/70314	---M--	200	added ('OK')	image/jpeg	etag:%222fd93a159b3d41:0%22	https://conference.ifas.ufl.edu/forestsat/images/paines_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/paines_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
